# t, p_bottom, p_top, mob_A, imm_A, diss_A, seal_A, mob_B, imm_B, diss_B, seal_B, mob_C, imm_C, diss_C, seal_C, M_C 
1.410000e+05, 1.098683e+05, 1.039722e+05, 1.701237e-03, 9.487727e-04, 2.729933e-03, 1.046198e-03, 1.259512e-03, 1.213609e-03, 4.043077e-03, 1.055554e-03, 5.412784e-04, 4.980169e-04, 1.543589e-03, 1.946118e-06, 0.000000e+00   
1.416000e+05, 1.098806e+05, 1.039739e+05, 1.701276e-03, 9.488495e-04, 2.732355e-03, 1.045288e-03, 1.259001e-03, 1.219111e-03, 4.059237e-03, 1.065693e-03, 5.411566e-04, 4.979997e-04, 1.545314e-03, 1.945845e-06, 0.000000e+00   
1.422000e+05, 1.098724e+05, 1.039713e+05, 1.701618e-03, 9.489553e-04, 2.735088e-03, 1.045538e-03, 1.261573e-03, 1.225815e-03, 4.081448e-03, 1.075514e-03, 5.414053e-04, 4.979995e-04, 1.546733e-03, 1.945692e-06, 0.000000e+00   
1.428000e+05, 1.098707e+05, 1.039704e+05, 1.701783e-03, 9.490625e-04, 2.737678e-03, 1.045430e-03, 1.262392e-03, 1.230833e-03, 4.105143e-03, 1.088876e-03, 5.414692e-04, 4.980089e-04, 1.548325e-03, 1.945573e-06, 0.000000e+00   
1.434000e+05, 1.098753e+05, 1.039705e+05, 1.701556e-03, 9.491255e-04, 2.740332e-03, 1.044432e-03, 1.260524e-03, 1.237152e-03, 4.152580e-03, 1.106758e-03, 5.411208e-04, 4.979505e-04, 1.550430e-03, 1.945218e-06, 0.000000e+00   
1.440000e+05, 1.098716e+05, 1.039694e+05, 1.701978e-03, 9.491304e-04, 2.743619e-03, 1.045340e-03, 1.268128e-03, 1.251055e-03, 4.183684e-03, 1.127819e-03, 5.414527e-04, 4.979522e-04, 1.552081e-03, 1.945228e-06, 0.000000e+00   
1.446000e+05, 1.098710e+05, 1.039688e+05, 1.701933e-03, 9.493397e-04, 2.746464e-03, 1.045328e-03, 1.268750e-03, 1.256018e-03, 4.230983e-03, 1.152499e-03, 5.413205e-04, 4.979239e-04, 1.554133e-03, 1.945070e-06, 0.000000e+00   
1.452000e+05, 1.098947e+05, 1.039712e+05, 1.701437e-03, 9.490719e-04, 2.749910e-03, 1.043812e-03, 1.266415e-03, 1.261044e-03, 4.271436e-03, 1.181544e-03, 5.406690e-04, 4.977814e-04, 1.557022e-03, 1.944574e-06, 0.000000e+00   
1.458000e+05, 1.098780e+05, 1.039692e+05, 1.701841e-03, 9.493415e-04, 2.753045e-03, 1.045055e-03, 1.273690e-03, 1.267818e-03, 4.293614e-03, 1.202011e-03, 5.410417e-04, 4.977979e-04, 1.558854e-03, 1.944588e-06, 0.000000e+00   
1.464000e+05, 1.098756e+05, 1.039680e+05, 1.701821e-03, 9.494528e-04, 2.756217e-03, 1.045050e-03, 1.274367e-03, 1.275429e-03, 4.339603e-03, 1.227302e-03, 5.409332e-04, 4.977857e-04, 1.561259e-03, 1.944377e-06, 0.000000e+00   
1.470000e+05, 1.098863e+05, 1.039684e+05, 1.701183e-03, 9.491178e-04, 2.760079e-03, 1.043511e-03, 1.269629e-03, 1.278046e-03, 4.376483e-03, 1.254033e-03, 5.401948e-04, 4.975100e-04, 1.564626e-03, 1.943702e-06, 0.000000e+00   
1.476000e+05, 1.098846e+05, 1.039681e+05, 1.701556e-03, 9.491104e-04, 2.764042e-03, 1.044708e-03, 1.278771e-03, 1.282836e-03, 4.408514e-03, 1.273533e-03, 5.405240e-04, 4.975453e-04, 1.567023e-03, 1.943740e-06, 0.000000e+00   
1.482000e+05, 1.098821e+05, 1.039675e+05, 1.701535e-03, 9.491046e-04, 2.767818e-03, 1.044840e-03, 1.277590e-03, 1.290135e-03, 4.443290e-03, 1.296652e-03, 5.404154e-04, 4.975123e-04, 1.569864e-03, 1.943473e-06, 0.000000e+00   
1.488000e+05, 1.099163e+05, 1.039683e+05, 1.700699e-03, 9.483374e-04, 2.772604e-03, 1.042563e-03, 1.269145e-03, 1.292805e-03, 4.480139e-03, 1.322044e-03, 5.393637e-04, 4.968982e-04, 1.574332e-03, 1.942630e-06, 0.000000e+00   
1.494000e+05, 1.098964e+05, 1.039675e+05, 1.701174e-03, 9.485714e-04, 2.777036e-03, 1.044818e-03, 1.279637e-03, 1.297019e-03, 4.508274e-03, 1.339831e-03, 5.398807e-04, 4.970890e-04, 1.576754e-03, 1.942764e-06, 0.000000e+00   
1.500000e+05, 1.099009e+05, 1.039673e+05, 1.700945e-03, 9.484126e-04, 2.781390e-03, 1.044520e-03, 1.274179e-03, 1.303781e-03, 4.543263e-03, 1.360916e-03, 5.395367e-04, 4.968469e-04, 1.580406e-03, 1.942344e-06, 0.000000e+00   
1.506000e+05, 1.099416e+05, 1.039703e+05, 1.700451e-03, 9.474293e-04, 2.787215e-03, 1.043408e-03, 1.273557e-03, 1.304202e-03, 4.570301e-03, 1.380881e-03, 5.388940e-04, 4.962134e-04, 1.585098e-03, 1.941671e-06, 0.000000e+00   
1.512000e+05, 1.099187e+05, 1.039672e+05, 1.700667e-03, 9.473173e-04, 2.791770e-03, 1.044205e-03, 1.273189e-03, 1.305445e-03, 4.600831e-03, 1.398556e-03, 5.390816e-04, 4.960160e-04, 1.588446e-03, 1.941430e-06, 0.000000e+00   
1.518000e+05, 1.099485e+05, 1.039719e+05, 1.700499e-03, 9.466561e-04, 2.797321e-03, 1.043903e-03, 1.274006e-03, 1.306120e-03, 4.641547e-03, 1.417123e-03, 5.387159e-04, 4.954694e-04, 1.593033e-03, 1.941060e-06, 0.000000e+00   
1.524000e+05, 1.099149e+05, 1.039668e+05, 1.700773e-03, 9.469577e-04, 2.802147e-03, 1.045998e-03, 1.276486e-03, 1.311411e-03, 4.654459e-03, 1.430989e-03, 5.390852e-04, 4.956285e-04, 1.596051e-03, 1.941100e-06, 0.000000e+00   
1.530000e+05, 1.099624e+05, 1.039718e+05, 1.700533e-03, 9.454578e-04, 2.808489e-03, 1.044519e-03, 1.269485e-03, 1.311118e-03, 4.676884e-03, 1.449551e-03, 5.385094e-04, 4.943319e-04, 1.601858e-03, 1.940370e-06, 0.000000e+00   
1.536000e+05, 1.099323e+05, 1.039688e+05, 1.700722e-03, 9.457154e-04, 2.813720e-03, 1.046676e-03, 1.272040e-03, 1.313527e-03, 4.690394e-03, 1.462739e-03, 5.387939e-04, 4.944453e-04, 1.605287e-03, 1.940485e-06, 0.000000e+00   
1.542000e+05, 1.099325e+05, 1.039694e+05, 1.700667e-03, 9.455396e-04, 2.820060e-03, 1.048692e-03, 1.281946e-03, 1.317570e-03, 4.706401e-03, 1.473177e-03, 5.387618e-04, 4.943150e-04, 1.609511e-03, 1.940656e-06, 0.000000e+00   
1.548000e+05, 1.099464e+05, 1.039753e+05, 1.700575e-03, 9.447601e-04, 2.826342e-03, 1.049230e-03, 1.278747e-03, 1.321228e-03, 4.723363e-03, 1.483798e-03, 5.385249e-04, 4.935041e-04, 1.614701e-03, 1.940566e-06, 0.000000e+00   
1.554000e+05, 1.099371e+05, 1.039707e+05, 1.700566e-03, 9.444095e-04, 2.832547e-03, 1.050778e-03, 1.282504e-03, 1.323392e-03, 4.729243e-03, 1.492397e-03, 5.385414e-04, 4.932289e-04, 1.619196e-03, 1.940678e-06, 0.000000e+00   
1.560000e+05, 1.099219e+05, 1.039707e+05, 1.700450e-03, 9.441210e-04, 2.838981e-03, 1.052654e-03, 1.288130e-03, 1.325977e-03, 4.733814e-03, 1.499977e-03, 5.385261e-04, 4.929930e-04, 1.623697e-03, 1.940819e-06, 0.000000e+00   
1.566000e+05, 1.099146e+05, 1.039701e+05, 1.700291e-03, 9.436312e-04, 2.846126e-03, 1.054806e-03, 1.290595e-03, 1.333471e-03, 4.753361e-03, 1.505416e-03, 5.384418e-04, 4.926139e-04, 1.628555e-03, 1.940985e-06, 0.000000e+00   
1.572000e+05, 1.099235e+05, 1.039702e+05, 1.700138e-03, 9.424423e-04, 2.853399e-03, 1.055614e-03, 1.293395e-03, 1.337005e-03, 4.767388e-03, 1.512681e-03, 5.382074e-04, 4.914219e-04, 1.634503e-03, 1.940959e-06, 0.000000e+00   
1.578000e+05, 1.099232e+05, 1.039710e+05, 1.700081e-03, 9.412891e-04, 2.860549e-03, 1.056498e-03, 1.294738e-03, 1.339436e-03, 4.776716e-03, 1.519559e-03, 5.381154e-04, 4.903526e-04, 1.640296e-03, 1.940970e-06, 0.000000e+00   
1.584000e+05, 1.099180e+05, 1.039707e+05, 1.699990e-03, 9.401708e-04, 2.867942e-03, 1.057665e-03, 1.296445e-03, 1.343516e-03, 4.785621e-03, 1.525439e-03, 5.380426e-04, 4.893732e-04, 1.646084e-03, 1.941022e-06, 0.000000e+00   
1.590000e+05, 1.099120e+05, 1.039713e+05, 1.699876e-03, 9.389879e-04, 2.875712e-03, 1.059100e-03, 1.303374e-03, 1.346118e-03, 4.787781e-03, 1.531410e-03, 5.379642e-04, 4.883669e-04, 1.651991e-03, 1.941103e-06, 0.000000e+00   
1.596000e+05, 1.099051e+05, 1.039691e+05, 1.699707e-03, 9.378315e-04, 2.883271e-03, 1.060251e-03, 1.308797e-03, 1.347567e-03, 4.791298e-03, 1.536812e-03, 5.378540e-04, 4.873172e-04, 1.657964e-03, 1.941150e-06, 0.000000e+00   
1.602000e+05, 1.099003e+05, 1.039706e+05, 1.699570e-03, 9.366753e-04, 2.890701e-03, 1.061234e-03, 1.313103e-03, 1.348756e-03, 4.795861e-03, 1.541934e-03, 5.377494e-04, 4.862459e-04, 1.663940e-03, 1.941176e-06, 0.000000e+00   
1.608000e+05, 1.098890e+05, 1.039675e+05, 1.699410e-03, 9.357732e-04, 2.897998e-03, 1.062518e-03, 1.319179e-03, 1.350207e-03, 4.798632e-03, 1.546531e-03, 5.376732e-04, 4.854642e-04, 1.669564e-03, 1.941233e-06, 0.000000e+00   
1.614000e+05, 1.098809e+05, 1.039690e+05, 1.699241e-03, 9.347748e-04, 2.905435e-03, 1.063725e-03, 1.325655e-03, 1.351673e-03, 4.801437e-03, 1.550634e-03, 5.375791e-04, 4.846157e-04, 1.675316e-03, 1.941280e-06, 0.000000e+00   
1.620000e+05, 1.098796e+05, 1.039677e+05, 1.699115e-03, 9.334045e-04, 2.912803e-03, 1.064167e-03, 1.328532e-03, 1.352267e-03, 4.812148e-03, 1.554690e-03, 5.374737e-04, 4.832976e-04, 1.681581e-03, 1.941148e-06, 0.000000e+00   
1.626000e+05, 1.098793e+05, 1.039682e+05, 1.699073e-03, 9.320078e-04, 2.920090e-03, 1.064551e-03, 1.329696e-03, 1.353181e-03, 4.831958e-03, 1.558337e-03, 5.374124e-04, 4.819883e-04, 1.687781e-03, 1.940989e-06, 0.000000e+00   
1.632000e+05, 1.098849e+05, 1.039697e+05, 1.699116e-03, 9.305428e-04, 2.927124e-03, 1.064572e-03, 1.327595e-03, 1.354244e-03, 4.844838e-03, 1.562120e-03, 5.373700e-04, 4.806094e-04, 1.693896e-03, 1.940698e-06, 0.000000e+00   
1.638000e+05, 1.098820e+05, 1.039691e+05, 1.699117e-03, 9.296417e-04, 2.933796e-03, 1.065278e-03, 1.329143e-03, 1.354951e-03, 4.851756e-03, 1.565724e-03, 5.373538e-04, 4.799557e-04, 1.699095e-03, 1.940635e-06, 0.000000e+00   
1.644000e+05, 1.098792e+05, 1.039687e+05, 1.699077e-03, 9.289362e-04, 2.940288e-03, 1.066095e-03, 1.331375e-03, 1.355437e-03, 4.858533e-03, 1.569457e-03, 5.373157e-04, 4.795243e-04, 1.703992e-03, 1.940610e-06, 0.000000e+00   
1.650000e+05, 1.098773e+05, 1.039699e+05, 1.699044e-03, 9.283695e-04, 2.946549e-03, 1.066905e-03, 1.333200e-03, 1.355884e-03, 4.865656e-03, 1.572987e-03, 5.372791e-04, 4.791861e-04, 1.708697e-03, 1.940580e-06, 0.000000e+00   
1.656000e+05, 1.098750e+05, 1.039688e+05, 1.699025e-03, 9.279604e-04, 2.952610e-03, 1.067803e-03, 1.335073e-03, 1.356576e-03, 4.872505e-03, 1.576408e-03, 5.372534e-04, 4.788911e-04, 1.713284e-03, 1.940573e-06, 0.000000e+00   
1.662000e+05, 1.098726e+05, 1.039690e+05, 1.699002e-03, 9.276092e-04, 2.958565e-03, 1.068681e-03, 1.336680e-03, 1.357477e-03, 4.879087e-03, 1.579461e-03, 5.372270e-04, 4.786452e-04, 1.717781e-03, 1.940559e-06, 0.000000e+00   
1.668000e+05, 1.098709e+05, 1.039682e+05, 1.698978e-03, 9.272182e-04, 2.964599e-03, 1.069565e-03, 1.338463e-03, 1.358198e-03, 4.885668e-03, 1.582448e-03, 5.371969e-04, 4.783445e-04, 1.722367e-03, 1.940544e-06, 0.000000e+00   
1.674000e+05, 1.098689e+05, 1.039686e+05, 1.698954e-03, 9.267739e-04, 2.970678e-03, 1.070407e-03, 1.340013e-03, 1.358732e-03, 4.892676e-03, 1.585438e-03, 5.371675e-04, 4.779860e-04, 1.727024e-03, 1.940510e-06, 0.000000e+00   
1.680000e+05, 1.098675e+05, 1.039685e+05, 1.698933e-03, 9.262901e-04, 2.976779e-03, 1.071190e-03, 1.341243e-03, 1.359228e-03, 4.899921e-03, 1.588274e-03, 5.371358e-04, 4.775725e-04, 1.731756e-03, 1.940452e-06, 0.000000e+00   
1.686000e+05, 1.098650e+05, 1.039683e+05, 1.698901e-03, 9.257008e-04, 2.983097e-03, 1.072000e-03, 1.342913e-03, 1.359760e-03, 4.906649e-03, 1.591016e-03, 5.371035e-04, 4.770541e-04, 1.736683e-03, 1.940399e-06, 0.000000e+00   
1.692000e+05, 1.098644e+05, 1.039690e+05, 1.698872e-03, 9.251331e-04, 2.989329e-03, 1.072730e-03, 1.343978e-03, 1.360180e-03, 4.914183e-03, 1.593766e-03, 5.370583e-04, 4.765635e-04, 1.741559e-03, 1.940314e-06, 0.000000e+00   
1.698000e+05, 1.098609e+05, 1.039676e+05, 1.698835e-03, 9.244711e-04, 2.995837e-03, 1.073578e-03, 1.345813e-03, 1.360918e-03, 4.920429e-03, 1.596321e-03, 5.370291e-04, 4.759979e-04, 1.746608e-03, 1.940268e-06, 0.000000e+00   
1.704000e+05, 1.098610e+05, 1.039685e+05, 1.698794e-03, 9.237507e-04, 3.002263e-03, 1.074194e-03, 1.346705e-03, 1.361382e-03, 4.927946e-03, 1.598856e-03, 5.369719e-04, 4.753562e-04, 1.751736e-03, 1.940136e-06, 0.000000e+00   
1.710000e+05, 1.098607e+05, 1.039684e+05, 1.698778e-03, 9.230808e-04, 3.008615e-03, 1.074838e-03, 1.347209e-03, 1.361799e-03, 4.936844e-03, 1.601389e-03, 5.369336e-04, 4.747396e-04, 1.756813e-03, 1.940009e-06, 0.000000e+00   
1.716000e+05, 1.098596e+05, 1.039683e+05, 1.698750e-03, 9.222153e-04, 3.015330e-03, 1.075482e-03, 1.348051e-03, 1.362622e-03, 4.945428e-03, 1.603751e-03, 5.368954e-04, 4.739616e-04, 1.762202e-03, 1.939876e-06, 0.000000e+00   
1.722000e+05, 1.098587e+05, 1.039684e+05, 1.698715e-03, 9.210462e-04, 3.022515e-03, 1.076046e-03, 1.349004e-03, 1.363487e-03, 4.953905e-03, 1.606148e-03, 5.368519e-04, 4.729104e-04, 1.768037e-03, 1.939710e-06, 0.000000e+00   
1.728023e+05, 1.098433e+05, 1.039654e+05, 1.698626e-03, 9.196402e-04, 3.029883e-03, 1.076588e-03, 1.350173e-03, 1.364470e-03, 4.962164e-03, 1.608458e-03, 5.368886e-04, 4.716138e-04, 1.774089e-03, 1.939517e-06, 0.000000e+00   
1.734000e+05, 1.096045e+05, 1.039623e+05, 1.610407e-03, 8.985281e-04, 3.075809e-03, 1.033285e-03, 1.332459e-03, 1.372837e-03, 5.014814e-03, 1.567561e-03, 4.664641e-04, 4.520290e-04, 1.822072e-03, 1.913649e-06, 0.000000e+00   
1.740000e+05, 1.096668e+05, 1.039648e+05, 1.523287e-03, 8.816010e-04, 3.135058e-03, 9.952448e-04, 1.372768e-03, 1.378405e-03, 4.976135e-03, 1.551123e-03, 3.962625e-04, 4.367264e-04, 1.877193e-03, 1.872621e-06, 0.000000e+00   
1.746000e+05, 1.096861e+05, 1.039653e+05, 1.472798e-03, 8.533447e-04, 3.173134e-03, 9.661593e-04, 1.388758e-03, 1.376292e-03, 4.954867e-03, 1.539054e-03, 3.605712e-04, 4.097712e-04, 1.910461e-03, 1.827928e-06, 0.000000e+00   
1.752000e+05, 1.096950e+05, 1.039653e+05, 1.429217e-03, 8.456315e-04, 3.189644e-03, 9.448448e-04, 1.381377e-03, 1.371899e-03, 4.954372e-03, 1.527585e-03, 3.302284e-04, 4.027463e-04, 1.921484e-03, 1.787737e-06, 0.000000e+00   
1.758000e+05, 1.097005e+05, 1.039653e+05, 1.390832e-03, 8.391031e-04, 3.209083e-03, 9.260396e-04, 1.370135e-03, 1.368172e-03, 4.958068e-03, 1.516444e-03, 3.034964e-04, 3.969736e-04, 1.935914e-03, 1.745266e-06, 0.000000e+00   
1.764000e+05, 1.097073e+05, 1.039653e+05, 1.354821e-03, 8.336297e-04, 3.230398e-03, 9.090399e-04, 1.358637e-03, 1.365580e-03, 4.962402e-03, 1.506300e-03, 2.794132e-04, 3.921366e-04, 1.951043e-03, 1.702175e-06, 0.000000e+00   
1.770000e+05, 1.097119e+05, 1.039652e+05, 1.322333e-03, 8.259838e-04, 3.254192e-03, 8.934593e-04, 1.347783e-03, 1.363834e-03, 4.967074e-03, 1.497038e-03, 2.591010e-04, 3.858444e-04, 1.966960e-03, 1.658689e-06, 0.000000e+00   
1.776000e+05, 1.097163e+05, 1.039651e+05, 1.300152e-03, 8.073996e-04, 3.279821e-03, 8.786367e-04, 1.337769e-03, 1.362003e-03, 4.972787e-03, 1.488424e-03, 2.461805e-04, 3.684756e-04, 1.987179e-03, 1.614015e-06, 0.000000e+00   
1.782000e+05, 1.097232e+05, 1.039649e+05, 1.280716e-03, 8.015420e-04, 3.290813e-03, 8.691356e-04, 1.326689e-03, 1.360155e-03, 4.983399e-03, 1.481613e-03, 2.350322e-04, 3.632825e-04, 1.991362e-03, 1.582681e-06, 0.000000e+00   
1.788000e+05, 1.097433e+05, 1.039655e+05, 1.262785e-03, 7.970434e-04, 3.301458e-03, 8.600278e-04, 1.318199e-03, 1.352025e-03, 4.999908e-03, 1.476960e-03, 2.247136e-04, 3.594707e-04, 1.995558e-03, 1.551101e-06, 0.000000e+00   
1.794000e+05, 1.097558e+05, 1.039656e+05, 1.245905e-03, 7.923040e-04, 3.313869e-03, 8.516592e-04, 1.309291e-03, 1.346754e-03, 5.009129e-03, 1.474286e-03, 2.150027e-04, 3.553220e-04, 2.001551e-03, 1.520301e-06, 0.000000e+00   
1.800000e+05, 1.097601e+05, 1.039654e+05, 1.229551e-03, 7.875609e-04, 3.327601e-03, 8.440160e-04, 1.299534e-03, 1.343566e-03, 5.017361e-03, 1.472450e-03, 2.056294e-04, 3.513227e-04, 2.008425e-03, 1.490980e-06, 0.000000e+00   
1.806000e+05, 1.097643e+05, 1.039652e+05, 1.213517e-03, 7.834966e-04, 3.341988e-03, 8.371995e-04, 1.290776e-03, 1.341000e-03, 5.026249e-03, 1.471590e-03, 1.964325e-04, 3.476216e-04, 2.015995e-03, 1.463526e-06, 0.000000e+00   
1.812000e+05, 1.097632e+05, 1.039646e+05, 1.197891e-03, 7.796652e-04, 3.357449e-03, 8.310156e-04, 1.283242e-03, 1.338284e-03, 5.037805e-03, 1.472019e-03, 1.875882e-04, 3.442542e-04, 2.024156e-03, 1.438093e-06, 0.000000e+00   
1.818000e+05, 1.097643e+05, 1.039643e+05, 1.182315e-03, 7.763939e-04, 3.373190e-03, 8.253453e-04, 1.276277e-03, 1.336204e-03, 5.050190e-03, 1.473662e-03, 1.790109e-04, 3.413709e-04, 2.032028e-03, 1.414432e-06, 0.000000e+00   
1.824000e+05, 1.097739e+05, 1.039641e+05, 1.165808e-03, 7.732709e-04, 3.390830e-03, 8.191984e-04, 1.267723e-03, 1.333326e-03, 5.066370e-03, 1.477115e-03, 1.705040e-04, 3.385477e-04, 2.040773e-03, 1.388114e-06, 0.000000e+00   
1.830000e+05, 1.097743e+05, 1.039631e+05, 1.149704e-03, 7.695385e-04, 3.409900e-03, 8.135342e-04, 1.258943e-03, 1.330296e-03, 5.086215e-03, 1.482512e-03, 1.623425e-04, 3.355954e-04, 2.050161e-03, 1.363345e-06, 0.000000e+00   
1.836000e+05, 1.097729e+05, 1.039619e+05, 1.134763e-03, 7.637077e-04, 3.430433e-03, 8.081077e-04, 1.250169e-03, 1.327420e-03, 5.108109e-03, 1.489556e-03, 1.548437e-04, 3.305720e-04, 2.061373e-03, 1.339194e-06, 0.000000e+00   
1.842000e+05, 1.097847e+05, 1.039621e+05, 1.126007e-03, 7.483790e-04, 3.454229e-03, 8.020160e-04, 1.240982e-03, 1.323420e-03, 5.134093e-03, 1.498674e-03, 1.507443e-04, 3.159954e-04, 2.078724e-03, 1.311054e-06, 0.000000e+00   
1.848000e+05, 1.098029e+05, 1.039631e+05, 1.119346e-03, 7.439407e-04, 3.464259e-03, 7.993398e-04, 1.230790e-03, 1.320010e-03, 5.159446e-03, 1.507267e-03, 1.476958e-04, 3.119154e-04, 2.081673e-03, 1.296055e-06, 0.000000e+00   
1.854000e+05, 1.098066e+05, 1.039628e+05, 1.113575e-03, 7.410830e-04, 3.472473e-03, 7.975070e-04, 1.220715e-03, 1.316771e-03, 5.184423e-03, 1.515724e-03, 1.451499e-04, 3.095046e-04, 2.082856e-03, 1.284969e-06, 0.000000e+00   
1.860000e+05, 1.098109e+05, 1.039629e+05, 1.107489e-03, 7.380908e-04, 3.481732e-03, 7.955246e-04, 1.215149e-03, 1.308765e-03, 5.210400e-03, 1.524570e-03, 1.424542e-04, 3.068228e-04, 2.085097e-03, 1.272892e-06, 0.000000e+00   
1.866000e+05, 1.098178e+05, 1.039633e+05, 1.100966e-03, 7.351097e-04, 3.491923e-03, 7.937057e-04, 1.210772e-03, 1.304598e-03, 5.227731e-03, 1.532858e-03, 1.395518e-04, 3.041792e-04, 2.087630e-03, 1.261519e-06, 0.000000e+00   
1.872000e+05, 1.098163e+05, 1.039626e+05, 1.093868e-03, 7.317133e-04, 3.503723e-03, 7.919250e-04, 1.206216e-03, 1.301033e-03, 5.245389e-03, 1.541758e-03, 1.364313e-04, 3.011102e-04, 2.091310e-03, 1.250236e-06, 0.000000e+00   
1.878000e+05, 1.098148e+05, 1.039619e+05, 1.085936e-03, 7.277152e-04, 3.517543e-03, 7.898609e-04, 1.201583e-03, 1.297149e-03, 5.265017e-03, 1.551490e-03, 1.329439e-04, 2.975738e-04, 2.096288e-03, 1.237692e-06, 0.000000e+00   
1.884000e+05, 1.098199e+05, 1.039624e+05, 1.077312e-03, 7.245866e-04, 3.531461e-03, 7.876332e-04, 1.196975e-03, 1.293768e-03, 5.283165e-03, 1.560710e-03, 1.291195e-04, 2.948201e-04, 2.101010e-03, 1.224130e-06, 0.000000e+00   
1.890000e+05, 1.098181e+05, 1.039614e+05, 1.068384e-03, 7.218342e-04, 3.545797e-03, 7.855547e-04, 1.192716e-03, 1.289592e-03, 5.302971e-03, 1.570200e-03, 1.251955e-04, 2.924684e-04, 2.105708e-03, 1.211253e-06, 0.000000e+00   
1.896000e+05, 1.098164e+05, 1.039607e+05, 1.058799e-03, 7.189199e-04, 3.561506e-03, 7.833879e-04, 1.188270e-03, 1.285930e-03, 5.323571e-03, 1.580547e-03, 1.209812e-04, 2.899196e-04, 2.111227e-03, 1.197896e-06, 0.000000e+00   
1.902000e+05, 1.098198e+05, 1.039608e+05, 1.048154e-03, 7.160694e-04, 3.578808e-03, 7.807181e-04, 1.183497e-03, 1.281558e-03, 5.345922e-03, 1.590838e-03, 1.162809e-04, 2.873770e-04, 2.117774e-03, 1.181999e-06, 0.000000e+00   
1.908000e+05, 1.098160e+05, 1.039587e+05, 1.036781e-03, 7.126671e-04, 3.598203e-03, 7.778846e-04, 1.179041e-03, 1.277253e-03, 5.369603e-03, 1.602109e-03, 1.112924e-04, 2.843748e-04, 2.125536e-03, 1.165606e-06, 0.000000e+00   
1.914000e+05, 1.098161e+05, 1.039585e+05, 1.024435e-03, 7.094404e-04, 3.619081e-03, 7.747403e-04, 1.174317e-03, 1.270652e-03, 5.395755e-03, 1.613684e-03, 1.058571e-04, 2.814375e-04, 2.134074e-03, 1.147492e-06, 0.000000e+00   
1.920000e+05, 1.098212e+05, 1.039595e+05, 1.011141e-03, 7.060854e-04, 3.641663e-03, 7.710005e-04, 1.170705e-03, 1.263112e-03, 5.418423e-03, 1.624335e-03, 1.000871e-04, 2.784927e-04, 2.143471e-03, 1.127452e-06, 0.000000e+00   
1.926000e+05, 1.098217e+05, 1.039589e+05, 9.970910e-04, 7.027533e-04, 3.665691e-03, 7.671337e-04, 1.167224e-03, 1.256879e-03, 5.437970e-03, 1.634321e-03, 9.430607e-05, 2.755567e-04, 2.153122e-03, 1.107083e-06, 0.000000e+00   
1.932000e+05, 1.098198e+05, 1.039578e+05, 9.824151e-04, 6.994533e-04, 3.691059e-03, 7.631173e-04, 1.163509e-03, 1.250291e-03, 5.458539e-03, 1.644664e-03, 8.850424e-05, 2.726753e-04, 2.162976e-03, 1.086155e-06, 0.000000e+00   
1.938000e+05, 1.098230e+05, 1.039590e+05, 9.674185e-04, 6.957312e-04, 3.717933e-03, 7.587550e-04, 1.159964e-03, 1.243788e-03, 5.477129e-03, 1.654791e-03, 8.258219e-05, 2.698635e-04, 2.173205e-03, 1.064843e-06, 0.000000e+00   
1.944000e+05, 1.098219e+05, 1.039577e+05, 9.536644e-04, 6.877451e-04, 3.748865e-03, 7.537333e-04, 1.156425e-03, 1.237703e-03, 5.495567e-03, 1.664557e-03, 7.728202e-05, 2.625946e-04, 2.188289e-03, 1.040200e-06, 0.000000e+00   
1.950000e+05, 1.098303e+05, 1.039607e+05, 9.479572e-04, 6.738266e-04, 3.776883e-03, 7.497745e-04, 1.152258e-03, 1.232506e-03, 5.513247e-03, 1.673474e-03, 7.530803e-05, 2.493486e-04, 2.203822e-03, 1.019659e-06, 0.000000e+00   
1.956000e+05, 1.098336e+05, 1.039616e+05, 9.455520e-04, 6.712072e-04, 3.788843e-03, 7.495004e-04, 1.147826e-03, 1.227859e-03, 5.527901e-03, 1.679854e-03, 7.455021e-05, 2.471274e-04, 2.204127e-03, 1.013510e-06, 0.000000e+00   
1.962000e+05, 1.098339e+05, 1.039614e+05, 9.431039e-04, 6.687664e-04, 3.801502e-03, 7.492863e-04, 1.143449e-03, 1.223183e-03, 5.542268e-03, 1.685889e-03, 7.378256e-05, 2.450943e-04, 2.204607e-03, 1.007411e-06, 0.000000e+00   
1.968000e+05, 1.098347e+05, 1.039616e+05, 9.400534e-04, 6.663115e-04, 3.815446e-03, 7.488786e-04, 1.139076e-03, 1.219259e-03, 5.555224e-03, 1.691573e-03, 7.284120e-05, 2.431327e-04, 2.205305e-03, 1.000454e-06, 0.000000e+00   
1.974000e+05, 1.098347e+05, 1.039615e+05, 9.364735e-04, 6.640254e-04, 3.830219e-03, 7.483539e-04, 1.134720e-03, 1.215431e-03, 5.567951e-03, 1.697174e-03, 7.174158e-05, 2.410815e-04, 2.206460e-03, 9.922410e-07, 0.000000e+00   
1.980000e+05, 1.098358e+05, 1.039617e+05, 9.320194e-04, 6.616838e-04, 3.846689e-03, 7.475295e-04, 1.130351e-03, 1.211502e-03, 5.580918e-03, 1.702442e-03, 7.037199e-05, 2.390192e-04, 2.208101e-03, 9.825117e-07, 0.000000e+00   
