# t, p_bottom, p_top, mob_A, imm_A, diss_A, seal_A, mob_B, imm_B, diss_B, seal_B, M_C, CO2tot 
4.236000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.302656e-03, 7.292196e-04, 0.000000e+00,  0.000000e+00, 7.608907e-05, 3.158742e-13, 5.409867e-01,  8.441870e-03   
4.242000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.303141e-03, 7.293765e-04, 0.000000e+00,  0.000000e+00, 7.621272e-05, 3.197783e-13, 5.408263e-01,  8.441873e-03   
4.248000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.303627e-03, 7.295332e-04, 0.000000e+00,  0.000000e+00, 7.633690e-05, 3.237288e-13, 5.406700e-01,  8.441876e-03   
4.254000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.304116e-03, 7.296898e-04, 0.000000e+00,  0.000000e+00, 7.646158e-05, 3.277153e-13, 5.405073e-01,  8.441879e-03   
4.260000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.304606e-03, 7.298464e-04, 0.000000e+00,  0.000000e+00, 7.658676e-05, 3.317431e-13, 5.403267e-01,  8.441882e-03   
4.266000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.305099e-03, 7.300029e-04, 0.000000e+00,  0.000000e+00, 7.671243e-05, 3.358060e-13, 5.401524e-01,  8.441884e-03   
4.272000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.305594e-03, 7.301596e-04, 0.000000e+00,  0.000000e+00, 7.683862e-05, 3.399181e-13, 5.399878e-01,  8.441886e-03   
4.278000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.306092e-03, 7.303163e-04, 0.000000e+00,  0.000000e+00, 7.696525e-05, 3.440466e-13, 5.398311e-01,  8.441890e-03   
4.284000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.306592e-03, 7.304730e-04, 0.000000e+00,  0.000000e+00, 7.709240e-05, 3.482232e-13, 5.396832e-01,  8.441893e-03   
4.290000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.307094e-03, 7.306299e-04, 0.000000e+00,  0.000000e+00, 7.722004e-05, 3.524368e-13, 5.395423e-01,  8.441896e-03   
4.296000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.307599e-03, 7.307868e-04, 0.000000e+00,  0.000000e+00, 7.734817e-05, 3.566927e-13, 5.394065e-01,  8.441898e-03   
4.302000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.308107e-03, 7.309439e-04, 0.000000e+00,  0.000000e+00, 7.747678e-05, 3.609852e-13, 5.392682e-01,  8.441901e-03   
4.308000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.308616e-03, 7.311012e-04, 0.000000e+00,  0.000000e+00, 7.760588e-05, 3.653285e-13, 5.391298e-01,  8.441903e-03   
4.314000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.309128e-03, 7.312586e-04, 0.000000e+00,  0.000000e+00, 7.773541e-05, 3.696882e-13, 5.390037e-01,  8.441907e-03   
4.320000e+05, 1.098403e+05, 1.039649e+05, 0.000000e+00,  0.000000e+00, 4.309642e-03, 7.314161e-04, 0.000000e+00,  0.000000e+00, 7.786544e-05, 3.740978e-13, 5.388852e-01,  8.441910e-03   
