# x, y, gas saturation, co2 concentration 
3.500000e-02, 3.500000e-02, 0.000000e+00, 1.476441e+00 
4.500000e-02, 3.500000e-02, 0.000000e+00, 1.488997e+00 
5.500000e-02, 3.500000e-02, 0.000000e+00, 1.486637e+00 
6.500000e-02, 3.500000e-02, 0.000000e+00, 1.481510e+00 
7.500000e-02, 3.500000e-02, 0.000000e+00, 1.475626e+00 
8.500000e-02, 3.500000e-02, 0.000000e+00, 1.469771e+00 
9.500000e-02, 3.500000e-02, 0.000000e+00, 1.464426e+00 
1.050000e-01, 3.500000e-02, 0.000000e+00, 1.459914e+00 
1.150000e-01, 3.500000e-02, 0.000000e+00, 1.456438e+00 
1.250000e-01, 3.500000e-02, 0.000000e+00, 1.454099e+00 
1.350000e-01, 3.500000e-02, 0.000000e+00, 1.452898e+00 
1.450000e-01, 3.500000e-02, 0.000000e+00, 1.452760e+00 
1.550000e-01, 3.500000e-02, 0.000000e+00, 1.453550e+00 
1.650000e-01, 3.500000e-02, 0.000000e+00, 1.455099e+00 
1.750000e-01, 3.500000e-02, 0.000000e+00, 1.457232e+00 
1.850000e-01, 3.500000e-02, 0.000000e+00, 1.459804e+00 
1.950000e-01, 3.500000e-02, 0.000000e+00, 1.462708e+00 
2.050000e-01, 3.500000e-02, 0.000000e+00, 1.465865e+00 
2.150000e-01, 3.500000e-02, 0.000000e+00, 1.469214e+00 
2.250000e-01, 3.500000e-02, 0.000000e+00, 1.472701e+00 
2.350000e-01, 3.500000e-02, 0.000000e+00, 1.476279e+00 
2.450000e-01, 3.500000e-02, 0.000000e+00, 1.479896e+00 
2.550000e-01, 3.500000e-02, 0.000000e+00, 1.483487e+00 
2.650000e-01, 3.500000e-02, 0.000000e+00, 1.486968e+00 
2.750000e-01, 3.500000e-02, 0.000000e+00, 1.490358e+00 
2.850000e-01, 3.500000e-02, 0.000000e+00, 1.493697e+00 
2.950000e-01, 3.500000e-02, 0.000000e+00, 1.497033e+00 
3.050000e-01, 3.500000e-02, 0.000000e+00, 1.500444e+00 
3.150000e-01, 3.500000e-02, 0.000000e+00, 1.504016e+00 
3.250000e-01, 3.500000e-02, 0.000000e+00, 1.507837e+00 
3.350000e-01, 3.500000e-02, 0.000000e+00, 1.511882e+00 
3.450000e-01, 3.500000e-02, 0.000000e+00, 1.515931e+00 
3.550000e-01, 3.500000e-02, 0.000000e+00, 1.519975e+00 
3.650000e-01, 3.500000e-02, 0.000000e+00, 1.524046e+00 
3.750000e-01, 3.500000e-02, 0.000000e+00, 1.528137e+00 
3.850000e-01, 3.500000e-02, 0.000000e+00, 1.532233e+00 
3.950000e-01, 3.500000e-02, 0.000000e+00, 1.536317e+00 
4.050000e-01, 3.500000e-02, 0.000000e+00, 1.540374e+00 
4.150000e-01, 3.500000e-02, 0.000000e+00, 1.544392e+00 
4.250000e-01, 3.500000e-02, 0.000000e+00, 1.548390e+00 
4.350000e-01, 3.500000e-02, 0.000000e+00, 1.552304e+00 
4.450000e-01, 3.500000e-02, 0.000000e+00, 1.556137e+00 
4.550000e-01, 3.500000e-02, 0.000000e+00, 1.559891e+00 
4.650000e-01, 3.500000e-02, 0.000000e+00, 1.563559e+00 
4.750000e-01, 3.500000e-02, 0.000000e+00, 1.567134e+00 
4.850000e-01, 3.500000e-02, 0.000000e+00, 1.570629e+00 
4.950000e-01, 3.500000e-02, 0.000000e+00, 1.574010e+00 
5.050000e-01, 3.500000e-02, 0.000000e+00, 1.577273e+00 
5.150000e-01, 3.500000e-02, 0.000000e+00, 1.580422e+00 
