# x, y, gas saturation, co2 concentration 
3.500000e-02, 3.500000e-02, 0.000000e+00, 7.936444e-01 
4.500000e-02, 3.500000e-02, 0.000000e+00, 8.033118e-01 
5.500000e-02, 3.500000e-02, 0.000000e+00, 8.072766e-01 
6.500000e-02, 3.500000e-02, 0.000000e+00, 8.091031e-01 
7.500000e-02, 3.500000e-02, 0.000000e+00, 8.096293e-01 
8.500000e-02, 3.500000e-02, 0.000000e+00, 8.092873e-01 
9.500000e-02, 3.500000e-02, 0.000000e+00, 8.084069e-01 
1.050000e-01, 3.500000e-02, 0.000000e+00, 8.072792e-01 
1.150000e-01, 3.500000e-02, 0.000000e+00, 8.061570e-01 
1.250000e-01, 3.500000e-02, 0.000000e+00, 8.052457e-01 
1.350000e-01, 3.500000e-02, 0.000000e+00, 8.047038e-01 
1.450000e-01, 3.500000e-02, 0.000000e+00, 8.046563e-01 
1.550000e-01, 3.500000e-02, 0.000000e+00, 8.052096e-01 
1.650000e-01, 3.500000e-02, 0.000000e+00, 8.064570e-01 
1.750000e-01, 3.500000e-02, 0.000000e+00, 8.084635e-01 
1.850000e-01, 3.500000e-02, 0.000000e+00, 8.112481e-01 
1.950000e-01, 3.500000e-02, 0.000000e+00, 8.147416e-01 
2.050000e-01, 3.500000e-02, 0.000000e+00, 8.187346e-01 
2.150000e-01, 3.500000e-02, 0.000000e+00, 8.229086e-01 
2.250000e-01, 3.500000e-02, 0.000000e+00, 8.269295e-01 
2.350000e-01, 3.500000e-02, 0.000000e+00, 8.304856e-01 
2.450000e-01, 3.500000e-02, 0.000000e+00, 8.333159e-01 
2.550000e-01, 3.500000e-02, 0.000000e+00, 8.353112e-01 
2.650000e-01, 3.500000e-02, 0.000000e+00, 8.366200e-01 
2.750000e-01, 3.500000e-02, 0.000000e+00, 8.376553e-01 
2.850000e-01, 3.500000e-02, 0.000000e+00, 8.388857e-01 
2.950000e-01, 3.500000e-02, 0.000000e+00, 8.406992e-01 
3.050000e-01, 3.500000e-02, 0.000000e+00, 8.433295e-01 
3.150000e-01, 3.500000e-02, 0.000000e+00, 8.468669e-01 
3.250000e-01, 3.500000e-02, 0.000000e+00, 8.514495e-01 
3.350000e-01, 3.500000e-02, 0.000000e+00, 8.567886e-01 
3.450000e-01, 3.500000e-02, 0.000000e+00, 8.622567e-01 
3.550000e-01, 3.500000e-02, 0.000000e+00, 8.674343e-01 
3.650000e-01, 3.500000e-02, 0.000000e+00, 8.719156e-01 
3.750000e-01, 3.500000e-02, 0.000000e+00, 8.753638e-01 
3.850000e-01, 3.500000e-02, 0.000000e+00, 8.774863e-01 
3.950000e-01, 3.500000e-02, 0.000000e+00, 8.779780e-01 
4.050000e-01, 3.500000e-02, 0.000000e+00, 8.763666e-01 
4.150000e-01, 3.500000e-02, 0.000000e+00, 8.599887e-01 
4.250000e-01, 3.500000e-02, 0.000000e+00, 8.693932e-01 
4.350000e-01, 3.500000e-02, 0.000000e+00, 8.970395e-01 
4.450000e-01, 3.500000e-02, 0.000000e+00, 9.135790e-01 
4.550000e-01, 3.500000e-02, 0.000000e+00, 9.223462e-01 
4.650000e-01, 3.500000e-02, 0.000000e+00, 9.261366e-01 
4.750000e-01, 3.500000e-02, 0.000000e+00, 9.315373e-01 
4.850000e-01, 3.500000e-02, 0.000000e+00, 9.353470e-01 
4.950000e-01, 3.500000e-02, 0.000000e+00, 9.384950e-01 
5.050000e-01, 3.500000e-02, 0.000000e+00, 9.410072e-01 
5.150000e-01, 3.500000e-02, 0.000000e+00, 9.430596e-01 
5.250000e-01, 3.500000e-02, 0.000000e+00, 9.444322e-01 
5.350000e-01, 3.500000e-02, 0.000000e+00, 9.448465e-01 
5.450000e-01, 3.500000e-02, 0.000000e+00, 9.445599e-01 
5.550000e-01, 3.500000e-02, 0.000000e+00, 9.437346e-01 
5.650000e-01, 3.500000e-02, 0.000000e+00, 9.425550e-01 
5.750000e-01, 3.500000e-02, 0.000000e+00, 9.411298e-01 
5.850000e-01, 3.500000e-02, 0.000000e+00, 9.394743e-01 
5.950000e-01, 3.500000e-02, 0.000000e+00, 9.375525e-01 
6.050000e-01, 3.500000e-02, 0.000000e+00, 9.353200e-01 
6.150000e-01, 3.500000e-02, 0.000000e+00, 9.327074e-01 
6.250000e-01, 3.500000e-02, 0.000000e+00, 9.296378e-01 
6.350000e-01, 3.500000e-02, 0.000000e+00, 9.260558e-01 
6.450000e-01, 3.500000e-02, 0.000000e+00, 9.218553e-01 
6.550000e-01, 3.500000e-02, 0.000000e+00, 9.168885e-01 
6.650000e-01, 3.500000e-02, 0.000000e+00, 9.110810e-01 
6.750000e-01, 3.500000e-02, 0.000000e+00, 9.042722e-01 
6.850000e-01, 3.500000e-02, 0.000000e+00, 8.946135e-01 
6.950000e-01, 3.500000e-02, 0.000000e+00, 8.782184e-01 
7.050000e-01, 3.500000e-02, 0.000000e+00, 8.963280e-01 
7.150000e-01, 3.500000e-02, 0.000000e+00, 9.333618e-01 
7.250000e-01, 3.500000e-02, 0.000000e+00, 9.461132e-01 
7.350000e-01, 3.500000e-02, 0.000000e+00, 9.508111e-01 
7.450000e-01, 3.500000e-02, 0.000000e+00, 9.593956e-01 
7.550000e-01, 3.500000e-02, 0.000000e+00, 9.660121e-01 
7.650000e-01, 3.500000e-02, 0.000000e+00, 9.716559e-01 
7.750000e-01, 3.500000e-02, 0.000000e+00, 9.767767e-01 
7.850000e-01, 3.500000e-02, 0.000000e+00, 9.812322e-01 
7.950000e-01, 3.500000e-02, 0.000000e+00, 9.851795e-01 
8.050000e-01, 3.500000e-02, 0.000000e+00, 9.886842e-01 
8.150000e-01, 3.500000e-02, 0.000000e+00, 9.918506e-01 
8.250000e-01, 3.500000e-02, 0.000000e+00, 9.947744e-01 
8.350000e-01, 3.500000e-02, 0.000000e+00, 9.974916e-01 
8.450000e-01, 3.500000e-02, 0.000000e+00, 9.999943e-01 
8.550000e-01, 3.500000e-02, 0.000000e+00, 1.002276e+00 
8.650000e-01, 3.500000e-02, 0.000000e+00, 1.004122e+00 
8.750000e-01, 3.500000e-02, 0.000000e+00, 1.005345e+00 
8.850000e-01, 3.500000e-02, 0.000000e+00, 1.005891e+00 
8.950000e-01, 3.500000e-02, 0.000000e+00, 1.005775e+00 
9.050000e-01, 3.500000e-02, 0.000000e+00, 1.005015e+00 
9.150000e-01, 3.500000e-02, 0.000000e+00, 1.003608e+00 
9.250000e-01, 3.500000e-02, 0.000000e+00, 1.001530e+00 
9.350000e-01, 3.500000e-02, 0.000000e+00, 9.987357e-01 
9.450000e-01, 3.500000e-02, 0.000000e+00, 9.951796e-01 
9.550000e-01, 3.500000e-02, 0.000000e+00, 9.908236e-01 
9.650000e-01, 3.500000e-02, 0.000000e+00, 9.855625e-01 
9.750000e-01, 3.500000e-02, 0.000000e+00, 9.792478e-01 
9.850000e-01, 3.500000e-02, 0.000000e+00, 9.720672e-01 
9.950000e-01, 3.500000e-02, 0.000000e+00, 9.643186e-01 
1.005000e+00, 3.500000e-02, 0.000000e+00, 9.537853e-01 
1.015000e+00, 3.500000e-02, 0.000000e+00, 9.351959e-01 
1.025000e+00, 3.500000e-02, 0.000000e+00, 9.055901e-01 
1.035000e+00, 3.500000e-02, 0.000000e+00, 8.659139e-01 
1.045000e+00, 3.500000e-02, 0.000000e+00, 8.253975e-01 
1.055000e+00, 3.500000e-02, 0.000000e+00, 7.981541e-01 
1.065000e+00, 3.500000e-02, 0.000000e+00, 7.859940e-01 
1.075000e+00, 3.500000e-02, 0.000000e+00, 7.789433e-01 
1.085000e+00, 3.500000e-02, 0.000000e+00, 7.930617e-01 
1.095000e+00, 3.500000e-02, 0.000000e+00, 7.942300e-01 
1.105000e+00, 3.500000e-02, 0.000000e+00, 7.897891e-01 
1.115000e+00, 3.500000e-02, 0.000000e+00, 7.833535e-01 
1.125000e+00, 3.500000e-02, 0.000000e+00, 7.777061e-01 
1.135000e+00, 3.500000e-02, 0.000000e+00, 7.748714e-01 
1.145000e+00, 3.500000e-02, 0.000000e+00, 7.749793e-01 
1.155000e+00, 3.500000e-02, 0.000000e+00, 7.770686e-01 
1.165000e+00, 3.500000e-02, 0.000000e+00, 7.802558e-01 
1.175000e+00, 3.500000e-02, 0.000000e+00, 7.837486e-01 
1.185000e+00, 3.500000e-02, 0.000000e+00, 7.869250e-01 
1.195000e+00, 3.500000e-02, 0.000000e+00, 7.893074e-01 
1.205000e+00, 3.500000e-02, 0.000000e+00, 7.903093e-01 
1.215000e+00, 3.500000e-02, 0.000000e+00, 7.899228e-01 
1.225000e+00, 3.500000e-02, 0.000000e+00, 7.886068e-01 
1.235000e+00, 3.500000e-02, 0.000000e+00, 7.866414e-01 
1.245000e+00, 3.500000e-02, 0.000000e+00, 7.841764e-01 
1.255000e+00, 3.500000e-02, 0.000000e+00, 7.814330e-01 
1.265000e+00, 3.500000e-02, 0.000000e+00, 7.787687e-01 
1.275000e+00, 3.500000e-02, 0.000000e+00, 7.765457e-01 
1.285000e+00, 3.500000e-02, 0.000000e+00, 7.750219e-01 
1.295000e+00, 3.500000e-02, 0.000000e+00, 7.743352e-01 
1.305000e+00, 3.500000e-02, 0.000000e+00, 7.745227e-01 
1.315000e+00, 3.500000e-02, 0.000000e+00, 7.755321e-01 
1.325000e+00, 3.500000e-02, 0.000000e+00, 7.772288e-01 
1.335000e+00, 3.500000e-02, 0.000000e+00, 7.792647e-01 
1.345000e+00, 3.500000e-02, 0.000000e+00, 7.813982e-01 
1.355000e+00, 3.500000e-02, 0.000000e+00, 7.835697e-01 
1.365000e+00, 3.500000e-02, 0.000000e+00, 7.857198e-01 
1.375000e+00, 3.500000e-02, 0.000000e+00, 7.877844e-01 
1.385000e+00, 3.500000e-02, 0.000000e+00, 7.897000e-01 
1.395000e+00, 3.500000e-02, 0.000000e+00, 7.914311e-01 
1.405000e+00, 3.500000e-02, 0.000000e+00, 7.929720e-01 
1.415000e+00, 3.500000e-02, 0.000000e+00, 7.943390e-01 
1.425000e+00, 3.500000e-02, 0.000000e+00, 7.955617e-01 
1.435000e+00, 3.500000e-02, 0.000000e+00, 7.966778e-01 
1.445000e+00, 3.500000e-02, 0.000000e+00, 7.977274e-01 
1.455000e+00, 3.500000e-02, 0.000000e+00, 7.987487e-01 
1.465000e+00, 3.500000e-02, 0.000000e+00, 7.997715e-01 
1.475000e+00, 3.500000e-02, 0.000000e+00, 8.008100e-01 
1.485000e+00, 3.500000e-02, 0.000000e+00, 8.018575e-01 
1.495000e+00, 3.500000e-02, 0.000000e+00, 8.028866e-01 
1.505000e+00, 3.500000e-02, 0.000000e+00, 8.038570e-01 
1.515000e+00, 3.500000e-02, 0.000000e+00, 8.047278e-01 
1.525000e+00, 3.500000e-02, 0.000000e+00, 8.054638e-01 
1.535000e+00, 3.500000e-02, 0.000000e+00, 8.060339e-01 
1.545000e+00, 3.500000e-02, 0.000000e+00, 8.064074e-01 
