# x, y, gas saturation, co2 concentration 
3.500000e-02, 3.500000e-02, 0.000000e+00, 8.011116e-01 
4.500000e-02, 3.500000e-02, 0.000000e+00, 8.068731e-01 
5.500000e-02, 3.500000e-02, 0.000000e+00, 8.086738e-01 
6.500000e-02, 3.500000e-02, 0.000000e+00, 8.089152e-01 
7.500000e-02, 3.500000e-02, 0.000000e+00, 8.082370e-01 
8.500000e-02, 3.500000e-02, 0.000000e+00, 8.071492e-01 
9.500000e-02, 3.500000e-02, 0.000000e+00, 8.061718e-01 
1.050000e-01, 3.500000e-02, 0.000000e+00, 8.057480e-01 
1.150000e-01, 3.500000e-02, 0.000000e+00, 8.061552e-01 
1.250000e-01, 3.500000e-02, 0.000000e+00, 8.075008e-01 
1.350000e-01, 3.500000e-02, 0.000000e+00, 8.097684e-01 
1.450000e-01, 3.500000e-02, 0.000000e+00, 8.128576e-01 
1.550000e-01, 3.500000e-02, 0.000000e+00, 8.165936e-01 
1.650000e-01, 3.500000e-02, 0.000000e+00, 8.207223e-01 
1.750000e-01, 3.500000e-02, 0.000000e+00, 8.249300e-01 
1.850000e-01, 3.500000e-02, 0.000000e+00, 8.289242e-01 
1.950000e-01, 3.500000e-02, 0.000000e+00, 8.325264e-01 
2.050000e-01, 3.500000e-02, 0.000000e+00, 8.357381e-01 
2.150000e-01, 3.500000e-02, 0.000000e+00, 8.387339e-01 
2.250000e-01, 3.500000e-02, 0.000000e+00, 8.417648e-01 
2.350000e-01, 3.500000e-02, 0.000000e+00, 8.450196e-01 
2.450000e-01, 3.500000e-02, 0.000000e+00, 8.485237e-01 
2.550000e-01, 3.500000e-02, 0.000000e+00, 8.521318e-01 
2.650000e-01, 3.500000e-02, 0.000000e+00, 8.556045e-01 
2.750000e-01, 3.500000e-02, 0.000000e+00, 8.587814e-01 
2.850000e-01, 3.500000e-02, 0.000000e+00, 8.615733e-01 
2.950000e-01, 3.500000e-02, 0.000000e+00, 8.640311e-01 
3.050000e-01, 3.500000e-02, 0.000000e+00, 8.661993e-01 
3.150000e-01, 3.500000e-02, 0.000000e+00, 8.681536e-01 
3.250000e-01, 3.500000e-02, 0.000000e+00, 8.700140e-01 
3.350000e-01, 3.500000e-02, 0.000000e+00, 8.717805e-01 
3.450000e-01, 3.500000e-02, 0.000000e+00, 8.731651e-01 
3.550000e-01, 3.500000e-02, 0.000000e+00, 8.740875e-01 
3.650000e-01, 3.500000e-02, 0.000000e+00, 8.745560e-01 
3.750000e-01, 3.500000e-02, 0.000000e+00, 8.746191e-01 
3.850000e-01, 3.500000e-02, 0.000000e+00, 8.745934e-01 
3.950000e-01, 3.500000e-02, 0.000000e+00, 8.757439e-01 
4.050000e-01, 3.500000e-02, 0.000000e+00, 8.808754e-01 
4.150000e-01, 3.500000e-02, 0.000000e+00, 8.920119e-01 
4.250000e-01, 3.500000e-02, 0.000000e+00, 9.046494e-01 
4.350000e-01, 3.500000e-02, 0.000000e+00, 9.125630e-01 
4.450000e-01, 3.500000e-02, 0.000000e+00, 9.161384e-01 
4.550000e-01, 3.500000e-02, 0.000000e+00, 9.187375e-01 
4.650000e-01, 3.500000e-02, 0.000000e+00, 9.222402e-01 
4.750000e-01, 3.500000e-02, 0.000000e+00, 9.260805e-01 
4.850000e-01, 3.500000e-02, 0.000000e+00, 9.285793e-01 
4.950000e-01, 3.500000e-02, 0.000000e+00, 9.310111e-01 
5.050000e-01, 3.500000e-02, 0.000000e+00, 9.330774e-01 
5.150000e-01, 3.500000e-02, 0.000000e+00, 9.346671e-01 
5.250000e-01, 3.500000e-02, 0.000000e+00, 9.357484e-01 
5.350000e-01, 3.500000e-02, 0.000000e+00, 9.363074e-01 
5.450000e-01, 3.500000e-02, 0.000000e+00, 9.364054e-01 
5.550000e-01, 3.500000e-02, 0.000000e+00, 9.361451e-01 
5.650000e-01, 3.500000e-02, 0.000000e+00, 9.355414e-01 
5.750000e-01, 3.500000e-02, 0.000000e+00, 9.346105e-01 
5.850000e-01, 3.500000e-02, 0.000000e+00, 9.334138e-01 
5.950000e-01, 3.500000e-02, 0.000000e+00, 9.320619e-01 
6.050000e-01, 3.500000e-02, 0.000000e+00, 9.305942e-01 
