# x, y, gas saturation, co2 concentration 
3.500000e-02, 3.500000e-02, 0.000000e+00, 1.468241e+00 
4.500000e-02, 3.500000e-02, 0.000000e+00, 1.468077e+00 
5.500000e-02, 3.500000e-02, 0.000000e+00, 1.467810e+00 
6.500000e-02, 3.500000e-02, 0.000000e+00, 1.467688e+00 
7.500000e-02, 3.500000e-02, 0.000000e+00, 1.467396e+00 
8.500000e-02, 3.500000e-02, 0.000000e+00, 1.467229e+00 
9.500000e-02, 3.500000e-02, 0.000000e+00, 1.467557e+00 
1.050000e-01, 3.500000e-02, 0.000000e+00, 1.468417e+00 
1.150000e-01, 3.500000e-02, 0.000000e+00, 1.469740e+00 
1.250000e-01, 3.500000e-02, 0.000000e+00, 1.471426e+00 
1.350000e-01, 3.500000e-02, 0.000000e+00, 1.473357e+00 
1.450000e-01, 3.500000e-02, 0.000000e+00, 1.475346e+00 
1.550000e-01, 3.500000e-02, 0.000000e+00, 1.477028e+00 
1.650000e-01, 3.500000e-02, 0.000000e+00, 1.477656e+00 
1.750000e-01, 3.500000e-02, 0.000000e+00, 1.478490e+00 
1.850000e-01, 3.500000e-02, 0.000000e+00, 1.479868e+00 
1.950000e-01, 3.500000e-02, 0.000000e+00, 1.481154e+00 
2.050000e-01, 3.500000e-02, 0.000000e+00, 1.482233e+00 
2.150000e-01, 3.500000e-02, 0.000000e+00, 1.483149e+00 
2.250000e-01, 3.500000e-02, 0.000000e+00, 1.484026e+00 
2.350000e-01, 3.500000e-02, 0.000000e+00, 1.485138e+00 
2.450000e-01, 3.500000e-02, 0.000000e+00, 1.487102e+00 
2.550000e-01, 3.500000e-02, 0.000000e+00, 1.490995e+00 
2.650000e-01, 3.500000e-02, 0.000000e+00, 1.495133e+00 
2.750000e-01, 3.500000e-02, 0.000000e+00, 1.498592e+00 
2.850000e-01, 3.500000e-02, 0.000000e+00, 1.501667e+00 
2.950000e-01, 3.500000e-02, 0.000000e+00, 1.504392e+00 
3.050000e-01, 3.500000e-02, 0.000000e+00, 1.506431e+00 
3.150000e-01, 3.500000e-02, 0.000000e+00, 1.507548e+00 
3.250000e-01, 3.500000e-02, 0.000000e+00, 1.507574e+00 
3.350000e-01, 3.500000e-02, 0.000000e+00, 1.508214e+00 
3.450000e-01, 3.500000e-02, 0.000000e+00, 1.509545e+00 
3.550000e-01, 3.500000e-02, 0.000000e+00, 1.510948e+00 
3.650000e-01, 3.500000e-02, 0.000000e+00, 1.512389e+00 
3.750000e-01, 3.500000e-02, 0.000000e+00, 1.513727e+00 
3.850000e-01, 3.500000e-02, 0.000000e+00, 1.515037e+00 
3.950000e-01, 3.500000e-02, 0.000000e+00, 1.516389e+00 
4.050000e-01, 3.500000e-02, 0.000000e+00, 1.517677e+00 
4.150000e-01, 3.500000e-02, 0.000000e+00, 1.518900e+00 
4.250000e-01, 3.500000e-02, 0.000000e+00, 1.520096e+00 
4.350000e-01, 3.500000e-02, 0.000000e+00, 1.521311e+00 
4.450000e-01, 3.500000e-02, 0.000000e+00, 1.522594e+00 
4.550000e-01, 3.500000e-02, 0.000000e+00, 1.523987e+00 
4.650000e-01, 3.500000e-02, 0.000000e+00, 1.525459e+00 
4.750000e-01, 3.500000e-02, 0.000000e+00, 1.526734e+00 
4.850000e-01, 3.500000e-02, 0.000000e+00, 1.527771e+00 
4.950000e-01, 3.500000e-02, 0.000000e+00, 1.528846e+00 
5.050000e-01, 3.500000e-02, 0.000000e+00, 1.529954e+00 
5.150000e-01, 3.500000e-02, 0.000000e+00, 1.531067e+00 
5.250000e-01, 3.500000e-02, 0.000000e+00, 1.532167e+00 
5.350000e-01, 3.500000e-02, 0.000000e+00, 1.533245e+00 
5.450000e-01, 3.500000e-02, 0.000000e+00, 1.534294e+00 
5.550000e-01, 3.500000e-02, 0.000000e+00, 1.535310e+00 
5.650000e-01, 3.500000e-02, 0.000000e+00, 1.536289e+00 
5.750000e-01, 3.500000e-02, 0.000000e+00, 1.537231e+00 
5.850000e-01, 3.500000e-02, 0.000000e+00, 1.538136e+00 
5.950000e-01, 3.500000e-02, 0.000000e+00, 1.539004e+00 
6.050000e-01, 3.500000e-02, 0.000000e+00, 1.539837e+00 
